Time,No. of collectors,Species,FruitRipe.g,FruitRipe.num,FruitUnripe.g,SeedRipe.g,SeedRipe.num,SeedUnripe.g,SeedUnripe.num,果实附属物.g,果实碎片.num,Leaf.g,Flower.g
2012.08.07,NGS008,广西牡荆,,,,,,,,,,0.39,
2012.08.07,NGS010,广西牡荆,,,,,,,,,,0.32,
2012.08.07,NGS011,广西牡荆,,,,,,,,,,1.69,
2012.08.07,NGS017,广西牡荆,,,,,,,,,,0.51,
2012.08.07,NGS025,广西牡荆,,,,,,,,,,1.12,
2012.08.07,NGS026,广西牡荆,,,,,,,,,,2.47,
2012.08.07,NGS028,广西牡荆,,,,,,,,,,0.55,
2012.08.07,NGS029,广西牡荆,,,,,,,,,,2.8,
2012.08.07,NGS030,广西牡荆,,,,,,,,,,1.99,
2012.08.07,NGS032,广西牡荆,,,,,,,,,,3.47,
2012.08.07,NGS033,广西牡荆,,,,,,,,,,0.49,
2012.08.07,NGS034,广西牡荆,,,,,,,,,,1.2,
2012.08.07,NGS035,广西牡荆,,,,,,,,,,2.05,
2012.08.07,NGS037,广西牡荆,,,,,,,,,,2.21,
2012.08.07,NGS038,广西牡荆,,,,,,,,,,3.87,
2012.08.07,NGS040,广西牡荆,,,,,,,,,,1.91,
2012.08.07,NGS040,广西牡荆,,,,,,1.13,3,,,0,
2012.08.07,NGS041,广西牡荆,,,,,,,,,,0.97,
2012.08.07,NGS041,广西牡荆,,,,,,,,,,0.25,
2012.08.07,NGS041,广西牡荆,,,,,,,,,,0,
2012.08.07,NGS042,广西牡荆,,,,,,,,,,0.51,
2012.08.07,NGS043,广西牡荆,,,,,,,,,,1.83,
2012.08.07,NGS043,广西牡荆,,,,,,0.24,1,,,0,
2012.08.07,NGS046,广西牡荆,,,,,,,,,,0.88,
2012.08.07,NGS047,广西牡荆,,,,,,1.43,2,,,0,
2012.08.07,NGS048,广西牡荆,,,,,,,,,,0.26,
2012.08.07,NGS049,广西牡荆,,,,,,,,,,0.27,
2012.08.07,NGS061,广西牡荆,,,,,,,,,,0.6,
2012.08.07,NGS068,广西牡荆,,,,,,,,,,2.5,
2012.08.07,NGS071,广西牡荆,,,,,,,,,,4.8,
2012.08.07,NGS072,广西牡荆,,,,,,,,,,0.2,
2012.08.07,NGS075,广西牡荆,,,,,,,,,,3.7,
2012.08.07,NGS079,广西牡荆,,,,,,,,,,1,
2012.08.07,NGS085,广西牡荆,,,,,,,,,,0.6,
2012.08.07,NGS087,广西牡荆,,,,,,,,,,2,
2012.08.07,NGS008,割舌树,,,,,,,,,,1.47,
2012.08.07,NGS064,割舌树,,,,,,,,,,1.06,
2012.08.07,NGS010,蜂窝木姜子,,,,,,,,,,0.43,
2012.08.07,NGS028,蜂窝木姜子,,,,,,,,,,0.75,
2012.08.07,NGS089,粗柄槭,,,,,,,,,,3.69,
2012.08.07,NGS076,劲直刺桐,,,,,,,,,,2.2,
2012.08.07,NGS001,劲直刺桐,,,,,,,,,,1.59,
2012.08.07,NGS003,劲直刺桐,,,,,,,,,,0.82,
2012.08.07,NGS004,劲直刺桐,,,,,,,,,,0.38,
2012.08.07,NGS016,劲直刺桐,,,,,,,,,,1.94,
2012.08.07,NGS017,劲直刺桐,,,,,,,,,,1.5,
2012.08.07,NGS019,劲直刺桐,,,,,,,,,,1.53,
2012.08.07,NGS022,劲直刺桐,,,,,,,,,,2.35,
2012.08.07,NGS024,劲直刺桐,,,,,,,,,,3.04,
2012.08.07,NGS028,劲直刺桐,,,,,,,,,,0.66,
2012.08.07,NGS029,劲直刺桐,,,,,,,,,,1.13,
2012.08.07,NGS030,劲直刺桐,,,,,,,,,,0.76,
2012.08.07,NGS031,劲直刺桐,,,,,,,,,,2.3,
2012.08.07,NGS032,劲直刺桐,,,,,,,,,,0.49,
2012.08.07,NGS035,劲直刺桐,,,,,,,,,,3.35,
2012.08.07,NGS039,劲直刺桐,,,,,,,,,,1.66,
2012.08.07,NGS040,劲直刺桐,,,,,,,,,,0.3,
2012.08.07,NGS041,劲直刺桐,,,,,,,,,,1.95,
2012.08.07,NGS041,劲直刺桐,,,,,,,,,,1.28,
2012.08.07,NGS043,劲直刺桐,,,,,,,,,,1.31,
2012.08.07,NGS044,劲直刺桐,,,,,,,,,,5.61,
2012.08.07,NGS047,劲直刺桐,,,,,,,,,,0.44,
2012.08.07,NGS061,劲直刺桐,,,,,,,,,,0.2,
2012.08.07,NGS063,劲直刺桐,,,,,,,,,,2.04,
2012.08.07,NGS070,劲直刺桐,,,,,,,,,,2.51,
2012.08.07,NGS071,劲直刺桐,,,,,,,,,,1.1,
2012.08.07,NGS074,劲直刺桐,,,,,,,,,,1.23,
2012.08.07,NGS077,劲直刺桐,,,,,,,,,,0.8,
2012.08.07,NGS078,劲直刺桐,,,,,,,,,,1.11,
2012.08.07,NGS080,劲直刺桐,,,,,,,,,,0.8,
2012.08.07,NGS083,劲直刺桐,,,,,,,,,,0.45,
2012.08.07,NGS084,劲直刺桐,,,,,,,,,,0.5,
2012.08.07,NGS042,澄广花,,,,,,,,,,0.24,
2012.08.07,NGS065,澄广花,,,,,,,,,,5.1,
2012.08.07,NGS066,澄广花,,,,,,,,,,2,
2012.08.07,NGS067,澄广花,,,,,,,,,,7.8,
2012.08.07,NGS068,澄广花,,,,,,,,,,2.3,
2012.08.07,NGS084,澄广花,,,,,,,,,,1.5,
2012.08.07,NGS085,澄广花,,,,,,,,,,2.7,
2012.08.07,NGS001,闭花木,,,,,,,,,,1.03,
2012.08.07,NGS003,闭花木,,,,,,,,,,1.32,
2012.08.07,NGS007,闭花木,,,,,,,,,,0.35,
2012.08.07,NGS045,闭花木,,,,,,,,,,2.85,
2012.08.07,NGS050,闭花木,,,,,,,,,,1.83,
2012.08.07,NGS057,闭花木,,,,,,,,,,2.38,
2012.08.07,NGS058,闭花木,,,,,,,,,,2.1,
2012.08.07,NGS059,闭花木,,,,,,,,,,1.8,
2012.08.07,NGS060,闭花木,,,,,,,,,,4,
2012.08.07,NGS061,闭花木,,,,,,,,,,7.17,
2012.08.07,NGS062,闭花木,,,,,,,,,,4.63,
2012.08.07,NGS063,闭花木,,,,,,,,,,1.76,
2012.08.07,NGS064,闭花木,,,,,,,,,,5,
2012.08.07,NGS065,闭花木,,,,,,,,,,4.8,
2012.08.07,NGS066,闭花木,,,,,,,,,,2.86,
2012.08.07,NGS082,闭花木,,,,,,,,,,3.12,
2012.08.07,NGS083,闭花木,,,,,,,,,,6.1,
2012.08.07,NGS084,闭花木,,,,,,,,,,2.57,
2012.08.07,NGS085,闭花木,,,,,,,,,,3,
2012.08.07,NGS086,闭花木,,,,,,,,,,4.1,
2012.08.07,NGS088,闭花木,,,,,,,,,,3.94,
2012.08.07,NGS089,闭花木,,,,,,,,,,6,
2012.08.07,NGS090,闭花木,,,,,,,,,,4.15,
2012.08.14,NGS039,大叶榕,,,,,,,,,,0.23,
2012.08.14,NGS047,大叶榕,,,,,,,,,,0.18,
2012.08.14,NGS072,海南大风子,,,,,,,,,,0.9,
2012.08.14,NGS055,黄梨木,,,,,,,,,,1.1,
2012.08.14,NGS056,黄梨木,,,,,,,,,,0.3,
2012.08.14,NGS062,黄梨木,,,,,,,,,,0.4,
2012.08.14,NGS068,黄梨木,,,,,,,,,,1.2,
2012.08.14,NGS038,米仔兰,,,,,,,,,,0.46,
2012.08.14,NGS086,羽叶白头树,3.18,11,,,,,,,,1,
2012.08.14,NGS002,中越杜茎山,,,,,,,,,,0.37,
2012.08.14,NGS034,中越杜茎山,,,,,,,,,,0.84,
2012.08.14,NGS011,中国无忧花,,,,,,,,,,1.75,
2012.08.14,NGS014,中国无忧花,,,,,,,,,,1.7,
2012.08.14,NGS039,长花龙吐珠,,,,,,,,,,0.18,
2012.08.14,NGS053,云山八角枫,,,,,,,,,,0.4,
2012.08.14,NGS003,羽叶白头树,,,,,,,,,,1.65,
2012.08.14,NGS043,羽叶白头树,,,,,,,,,,0.31,
2012.08.14,NGS048,羽叶白头树,,,,,,,,,,0.38,
2012.08.14,NGS069,羽叶白头树,,,,,,,,,,3.2,
2012.08.14,NGS076,羽叶白头树,,,,,,,,,,1.5,
2012.08.14,NGS089,羽叶白头树,,,,,,,,,,2.2,
2012.08.14,NGS051,鱼骨木,,,,,,,,,,0.2,
2012.08.14,NGS052,鱼骨木,,,,,,,,,,3,
2012.08.14,NGS053,鱼骨木,,,,,,,,,,1.1,
2012.08.14,NGS054,鱼骨木,,,,,,,,,,1.2,
2012.08.14,NGS055,鱼骨木,,,,,,,,,,0.3,
2012.08.14,NGS059,鱼骨木,,,,,,,,,,0.33,
2012.08.14,NGS060,小叶榕,,,,,,,,,,0.73,
2012.08.14,NGS065,小叶榕,,,,,,,,,,0.5,
2012.08.14,NGS058,蚬木,,,,,,,,,,1.5,
2012.08.14,NGS081,蚬木,,,,,,,,,,2.1,
2012.08.14,NGS082,蚬木,,,,,,,,,,1.4,
2012.08.14,NGS088,蚬木,,,,,,,,,,0.5,
2012.08.14,NGS051,细叶谷木,,,,,,,,,,0.25,
2012.08.14,NGS052,细叶谷木,,,,,,,,,,1.5,
2012.08.14,NGS053,细叶谷木,,,,,,,,,,0.7,
2012.08.14,NGS059,细叶谷木,,,,,,,,,,0.6,
2012.08.14,NGS016,未知2,,,,,,,,,,2.33,
2012.08.14,NGS017,未知2,,,,,,,,,,0.34,
2012.08.14,NGS016,未知1,,,,,,,,,,0.95,
2012.08.14,NGS017,未知1,,,,,,,,,,0.71,
2012.08.14,NGS005,未知,,,,,,,,,,0.62,
2012.08.14,NGS007,未知,,,,,,,,,,1.38,
2012.08.14,NGS009,未知,,,,,,,,,,0.81,
2012.08.14,NGS010,未知,,,,,,,,,,1.09,
2012.08.14,NGS013,未知,,,,,,,,,,0.79,
2012.08.14,NGS018,未知,,,,,,,,,,1.01,
2012.08.14,NGS019,未知,,,,,,,,,,0.78,
2012.08.14,NGS021,未知,,,,,,,,,,1.41,
2012.08.14,NGS023,未知,,,,,,,,,,1.13,
2012.08.14,NGS025,未知,,,,,,,,,,1.87,
2012.08.14,NGS026,未知,,,,,,,,,,1.23,
2012.08.14,NGS030,未知,,,,,,,,,,1.13,
2012.08.14,NGS033,未知,,,,,,,,,,0.78,
2012.08.14,NGS034,未知,,,,,,,,,,1.43,
2012.08.14,NGS035,未知,,,,,,,,,,1.81,
2012.08.14,NGS036,未知,,,,,,,,,,1.31,
2012.08.14,NGS039,未知,,,,,,,,,,1.02,
2012.08.14,NGS042,未知,,,,,,,,,,2.46,
2012.08.14,NGS043,未知,,,,,,,,,,1.31,
2012.08.14,NGS048,未知,,,,,,,,,,1.16,
2012.08.14,NGS048,未知,,,,,,,,,,1.14,
2012.08.14,NGS050,未知,,,,,,,,,,0.5,
2012.08.14,NGS052,未知,,,,,,,,,,0.5,
2012.08.14,NGS055,未知,,,,,,,,,,0.5,
2012.08.14,NGS057,未知,,,,,,,,,,0.8,
2012.08.14,NGS058,未知,,,,,,,,,,2,
2012.08.14,NGS059,未知,,,,,,,,,,2,
2012.08.14,NGS064,未知,,,,,,,,,,0.48,
2012.08.14,NGS068,未知,,,,,,,,,,0.3,
2012.08.14,NGS071,未知,,,,,,,,,,2,
2012.08.14,NGS073,未知,,,,,,,,,,1,
2012.08.14,NGS074,未知,,,,,,,,,,3,
2012.08.14,NGS075,未知,,,,,,,,,,0.5,
2012.08.14,NGS076,未知,,,,,,,,,,2,
2012.08.14,NGS077,未知,,,,,,,,,,2,
2012.08.14,NGS078,未知,,,,,,,,,,3.1,
2012.08.14,NGS079,未知,,,,,,,,,,2,
2012.08.14,NGS080,未知,,,,,,,,,,0.5,
2012.08.14,NGS082,未知,,,,,,,,,,0.7,
2012.08.14,NGS084,未知,,,,,,,,,,1.1,
2012.08.14,NGS086,未知,,,,,,,,,,2,
2012.08.14,NGS087,未知,,,,,,,,,,2,
2012.08.14,NGS088,未知,,,,,,,,,,0.7,
2012.08.14,NGS090,未知,,,,,,,,,,0.6,
2012.08.14,NGS067,网脉核果木,,,,,,,,,,2.66,
2012.08.14,NGS070,日本五月茶,,,,,,,,,,1,
2012.08.14,NGS071,日本五月茶,,,,,,,,,,2.1,
2012.08.14,NGS075,日本五月茶,,,,,,,,,,1.79,
2012.08.14,NGS077,日本五月茶,,,,,,,,,,2.7,
2012.08.14,NGS079,日本五月茶,,,,,,,,,,1.21,
2012.08.14,NGS073,石山榕,,,,,,,,,,2.32,
2012.08.14,NGS051,桑枝米碎木,,,,,,,,,,0.3,
2012.08.14,NGS054,桑枝米碎木,,,,,,,,,,0.4,
2012.08.14,NGS055,桑枝米碎木,,,,,,,,,,2,
2012.08.14,NGS056,桑枝米碎木,,,,,,,,,,0.6,
2012.08.14,NGS088,三角车,,,,,,,,,,2.6,
2012.08.14,NGS005,日本五月茶,,,,,,,,,,0.63,
2012.08.14,NGS056,清香木,,,,,,,,,,1.6,
2012.08.14,NGS012,广西棋子豆 ,,,,,,,,,,4.23,
2012.08.14,NGS013,广西棋子豆 ,,,,,,,,,,2.16,
2012.08.14,NGS014,广西棋子豆 ,,,,,,,,,,4.21,
2012.08.14,NGS017,广西棋子豆 ,,,,,,,,,,1.64,
2012.08.14,NGS020,广西棋子豆 ,,,,,,,,,,1.59,
2012.08.14,NGS022,广西棋子豆 ,,,,,,,,,,2.57,
2012.08.14,NGS027,广西棋子豆 ,,,,,,,,,,3.01,
2012.08.14,NGS008,苹婆,,,,,,,,,,0.6,
2012.08.14,NGS009,苹婆,,,,,,,,,,0.97,
2012.08.14,NGS010,苹婆,,,,,,,,,,0.8,
2012.08.14,NGS011,苹婆,,,,,,,,,,0.62,
2012.08.14,NGS015,苹婆,,,,,,,,,,0.45,
2012.08.14,NGS018,苹婆,,,,,,,,,,0.65,
2012.08.14,NGS020,苹婆,,,,,,,,,,1.5,
2012.08.14,NGS031,苹婆,,,,,,,,,,0.49,
2012.08.14,NGS036,苹婆,,,,,,,,,,1.26,
2012.08.14,NGS038,苹婆,,,,,,,,,,0.97,
2012.08.14,NGS044,苹婆,,,,,,,,,,0.58,
2012.08.14,NGS063,苹婆,,,,,,,,,,0.55,
2012.08.14,NGS074,苹婆,,,,,,,,,,1.53,
2012.08.14,NGS090,苹婆,,,,,,,,,,1.5,
2012.08.14,NGS024,苹果榕,,,,,,,,,,1.57,
2012.08.14,NGS019,南烛厚壳桂,,,,,,,,,,4.25,
2012.08.14,NGS013,南方紫金牛,,,,,,,,,,1.36,
2012.08.14,NGS006,米扬噎,,,,,,,,,,0.99,
2012.08.14,NGS033,米扬噎,,,,,,,,,,0.3,
2012.08.14,NGS040,米扬噎,,,,,,,,,,0.64,
2012.08.14,NGS072,米扬噎,,,,,,,,,,2,
2012.08.14,NGS009,卵叶铁苋菜,,,,,,,,,,1.51,
2012.08.14,NGS028,卵叶铁苋菜,,,,,,,,,,0.32,
2012.08.14,NGS037,卵叶铁苋菜,,,,,,,,,,0.4,
2012.08.14,NGS046,卵叶铁苋菜,,,,,,,,,,0.83,
2012.08.14,NGS048,卵叶铁苋菜,,,,,,,,,,0.81,
2012.08.14,NGS026,金丝李,,,,,,,,,,0.31,
2012.08.14,NGS041,金丝李,,,,,,,,,,1.12,
2012.08.14,NGS061,金丝李,,,,,,,,,,1.1,
2012.08.14,NGS080,金丝李,,,,,,,,,,2,
2012.08.14,NGS081,金丝李,,,,,,,,,,1.5,
2012.08.14,NGS054,截裂翅子树,,,,,,,,,,1.5,
2012.08.14,NGS014,假肥牛,,,,,,,,,,1.06,
2012.08.14,NGS022,假肥牛,,,,,,,,,,0.42,
2012.08.14,NGS029,假肥牛,,,,,,,,,,0.31,
2012.08.14,NGS037,假肥牛,,,,,,,,,,2.15,
2012.08.14,NGS002,鲫鱼胆,,,,,,,,,,0.3,
2012.08.14,NGS069,鲫鱼胆,,,,,,,,,,2.8,
2012.08.14,NGS023,火果,,,,,,,,,,2.08,
2012.08.14,NGS024,火果,,,,,,,,,,0.35,
2012.08.14,NGS043,海南椴,,,,,,,,,,0,0.34
2012.08.14,NGS048,海南椴,,,,,,,,,,0.35,
2012.08.14,NGS069,海南大风子,,,,,,,,,,1.5,
2012.08.14,NGS083,海南大风子,,,,,,,,,,1.8,
2012.08.14,NGS002,广西牡荆,,,,,,,,,,0.95,
2012.08.14,NGS004,广西牡荆,,,,,,,,,,0.68,
2012.08.14,NGS007,广西牡荆,,,,,,,,,,0.65,
2012.08.14,NGS008,广西牡荆,,,,,,,,,,1.71,
2012.08.14,NGS010,广西牡荆,,,,,,,,,,0.23,
2012.08.14,NGS011,广西牡荆,,,,,,,,,,1.79,
2012.08.14,NGS017,广西牡荆,,,,,,,,,,0.24,
2012.08.14,NGS025,广西牡荆,,,,,,,,,,0.27,
2012.08.14,NGS026,广西牡荆,,,,,,,,,,0.51,
2012.08.14,NGS028,广西牡荆,,,,,,,,,,0.67,
2012.08.14,NGS029,广西牡荆,,,,,,,,,,0.71,
2012.08.14,NGS030,广西牡荆,,,,,,,,,,2.01,
2012.08.14,NGS032,广西牡荆,,,,,,,,,,3.13,
2012.08.14,NGS033,广西牡荆,,,,,,,,,,0.21,
2012.08.14,NGS035,广西牡荆,,,,,,,,,,0.62,
2012.08.14,NGS037,广西牡荆,,,,,,,,,,0.7,
2012.08.14,NGS038,广西牡荆,,,,,,,,,,2.01,
2012.08.14,NGS040,广西牡荆,,,,,,,,,,0.21,
2012.08.14,NGS040,广西牡荆,,,,,,0.36,4,,,0,
2012.08.14,NGS042,广西牡荆,,,,,,0.76,3,,,0,
2012.08.14,NGS044,广西牡荆,,,,,,,,,,0.42,
2012.08.14,NGS045,广西牡荆,,,,,,,,,,0.2,
2012.08.14,NGS047,广西牡荆,,,,,,,,,,0.23,
2012.08.14,NGS047,广西牡荆,,,,,,,,,,0,
2012.08.14,NGS048,广西牡荆,,,,,,,,,,0.32,
2012.08.14,NGS066,广西牡荆,,,,,,,,,,0.5,
2012.08.14,NGS067,广西牡荆,,,,,,,,,,0.5,
2012.08.14,NGS068,广西牡荆,,,,,,,,,,1,
2012.08.14,NGS070,广西牡荆,,,,,,,,,,1.01,
2012.08.14,NGS071,广西牡荆,,,,,,,,,,1.9,
2012.08.14,NGS072,广西牡荆,,,,,,,,,,2.51,
2012.08.14,NGS075,广西牡荆,,,,,,,,,,2,
2012.08.14,NGS079,广西牡荆,,,,,,,,,,2.5,
2012.08.14,NGS085,广西牡荆,,,,,,,,,,0.3,
2012.08.14,NGS087,广西牡荆,,,,,,,,,,2,
2012.08.14,NGS015,对叶榕,,,,,,,,,,1.46,
2012.08.14,NGS020,对叶榕,,,,,,,,,,1.07,
2012.08.14,NGS021,对叶榕,,,,,,,,,,1.67,
2012.08.14,NGS023,对叶榕,,,,,,,,,,0.67,
2012.08.14,NGS027,对叶榕,,,,,,,,,,3.6,
2012.08.14,NGS031,对叶榕,,,,,,,,,,4.38,
2012.08.14,NGS028,董棕,,,,,,1.2,1,,,0,
2012.08.14,NGS089,粗柄槭,,,,,,,,,,1.7,
2012.08.14,NGS001,劲直刺桐,,,,,,,,,,1.22,
2012.08.14,NGS003,劲直刺桐,,,,,,,,,,1.3,
2012.08.14,NGS004,劲直刺桐,,,,,,,,,,0.39,
2012.08.14,NGS005,劲直刺桐,,,,,,,,,,0.19,
2012.08.14,NGS006,劲直刺桐,,,,,,,,,,0.26,
2012.08.14,NGS024,劲直刺桐,,,,,,,,,,2.01,
2012.08.14,NGS029,劲直刺桐,,,,,,,,,,0.2,
2012.08.14,NGS031,劲直刺桐,,,,,,,,,,0.78,
2012.08.14,NGS032,劲直刺桐,,,,,,,,,,1.16,
2012.08.14,NGS041,劲直刺桐,,,,,,,,,,0.41,
2012.08.14,NGS042,劲直刺桐,,,,,,,,,,0,
2012.08.14,NGS045,劲直刺桐,,,,,,,,,,2.74,
2012.08.14,NGS047,劲直刺桐,,,,,,,,,,0.69,
2012.08.14,NGS048,劲直刺桐,,,,,,,,,,0.41,
2012.08.14,NGS063,劲直刺桐,,,,,,,,,,0.77,
2012.08.14,NGS070,劲直刺桐,,,,,,,,,,0.7,
2012.08.14,NGS071,劲直刺桐,,,,,,,,,,0.8,
2012.08.14,NGS074,劲直刺桐,,,,,,,,,,1.98,
2012.08.14,NGS077,劲直刺桐,,,,,,,,,,1.2,
2012.08.14,NGS078,劲直刺桐,,,,,,,,,,0.7,
2012.08.14,NGS080,劲直刺桐,,,,,,,,,,0.5,
2012.08.14,NGS084,劲直刺桐,,,,,,,,,,1,
2012.08.14,NGS008,澄广花,,,,,,,,,,0.5,
2012.08.14,NGS009,澄广花,,,,,,,,,,0.31,
2012.08.14,NGS042,澄广花,,,,,,,,,,0.33,
2012.08.14,NGS065,澄广花,,,,,,,,,,1,
2012.08.14,NGS067,澄广花,,,,,,,,,,2.5,
2012.08.14,NGS084,澄广花,,,,,,,,,,0.4,
2012.08.14,NGS085,澄广花,,,,,,,,,,1.4,
2012.08.14,NGS001,闭花木,,,,,,,,,,0.52,
2012.08.14,NGS003,闭花木,,,,,,,,,,0.66,
2012.08.14,NGS007,闭花木,,,,,,,,,,0.34,
2012.08.14,NGS046,闭花木,,,,,,,,,,0.7,
2012.08.14,NGS050,闭花木,,,,,,,,,,0.76,
2012.08.14,NGS057,闭花木,,,,,,,,,,1.7,
2012.08.14,NGS058,闭花木,,,,,,,,,,2,
2012.08.14,NGS059,闭花木,,,,,,,,,,1,
2012.08.14,NGS060,闭花木,,,,,,,,,,0.5,
2012.08.14,NGS061,闭花木,,,,,,,,,,2.82,
2012.08.14,NGS062,闭花木,,,,,,,,,,3,
2012.08.14,NGS063,闭花木,,,,,,,,,,1,
2012.08.14,NGS064,闭花木,,,,,,,,,,1,
2012.08.14,NGS065,闭花木,,,,,,,,,,1.09,
2012.08.14,NGS066,闭花木,,,,,,,,,,0.55,
2012.08.14,NGS082,闭花木,,,,,,,,,,2,
2012.08.14,NGS083,闭花木,,,,,,,,,,3.1,
2012.08.14,NGS084,闭花木,,,,,,,,,,1.5,
2012.08.14,NGS085,闭花木,,,,,,,,,,1.2,
2012.08.14,NGS086,闭花木,,,,,,,,,,2.1,
2012.08.14,NGS087,闭花木,,,,,,,,,,1,
2012.08.14,NGS088,闭花木,,,,,,,,,,1.7,
2012.08.14,NGS089,闭花木,,,,,,,,,,2.8,
2012.08.14,NGS090,闭花木,,,,,,,,,,2.17,
2012.08.23,NGS005,大叶榕,,,,,,,,,,0.41,
2012.08.23,NGS039,大叶榕,,,,,,,,,,0.72,
2012.08.23,NGS043,大叶榕,,,,,,,,,,1.01,
2012.08.23,NGS046,大叶榕,,,,,,,,,,0.42,
2012.08.23,NGS071,广西牡荆,13.92,17,,,,,,,,1.5,
2012.08.23,NGS070,广西牡荆,6.39,8,,,,,,,,2.1,
2012.08.23,NGS079,广西牡荆,3.72,4,,,,,,,,2.1,
2012.08.23,NGS086,羽叶白头树,2.17,7,,,,,,,,1.5,
2012.08.23,NGS052,未知,0.93,1,,,,,,,,1.8,
2012.08.23,NGS055,桑枝米碎木,0.42,16,,,,,,,,8.1,
2012.08.23,NGS081,未知,0.29,3,,,,,,,,2,
2012.08.23,NGS069,未知,0.13,1,,,,,,,,1.2,
2012.08.23,NGS073,中越杜茎山,,,,,,,,,,2.1,
2012.08.23,NGS012,中国无忧花,,,,,,,,,,1.38,
2012.08.23,NGS014,中国无忧花,,,,,,,,,,10.9,
2012.08.23,NGS021,中国无忧花,,,,,,,,,,1.1,
2012.08.23,NGS030,中国无忧花,,,,,,,,,,1.32,
2012.08.23,NGS053,云山八角枫,,,,,,,,,,0.8,
2012.08.23,NGS053,云南野桐,,,,,,,,,,0.5,
2012.08.23,NGS010,羽叶白头树,,,,,,,,,,1.43,
2012.08.23,NGS017,羽叶白头树,,,,,,,,,,1.46,
2012.08.23,NGS049,羽叶白头树,,,,,,,,,,1.37,
2012.08.23,NGS089,羽叶白头树,,,,,,,,,,10.3,
2012.08.23,NGS090,羽叶白头树,,,,,,,,,,4,
2012.08.23,NGS052,鱼骨木,,,,,,,,,,7,
2012.08.23,NGS053,鱼骨木,,,,,,,,,,4.3,
2012.08.23,NGS054,鱼骨木,,,,,,,,,,3,
2012.08.23,NGS055,鱼骨木,,,,,,,,,,1.53,
2012.08.23,NGS056,鱼骨木,,,,,,,,,,1.5,
2012.08.23,NGS059,鱼骨木,,,,,,,,,,1,
2012.08.23,NGS060,小叶榕,,,,,,,,,,2,
2012.08.23,NGS057,蚬木,,,,,,,,,,1.4,
2012.08.23,NGS058,蚬木,,,,,,,,,,8,
2012.08.23,NGS060,蚬木,,,,,,,,,,1.6,
2012.08.23,NGS075,蚬木,,,,,,,,,,1.8,
2012.08.23,NGS078,蚬木,,,,,,,,,,1,
2012.08.23,NGS081,蚬木,,,,,,,,,,7.29,
2012.08.23,NGS087,蚬木,,,,,,,,,,2.02,
2012.08.23,NGS051,细叶谷木,,,,,,,,,,1,
2012.08.23,NGS052,细叶谷木,,,,,,,,,,2,
2012.08.23,NGS053,细叶谷木,,,,,,,,,,1.2,
2012.08.23,NGS059,细叶谷木,,,,,,,,,,2.1,
2012.08.23,NGS018,未知2 ,,,,,,,,,,0.53,
2012.08.23,NGS018,未知1 ,,,,,,,,,,0.48,
2012.08.23,NGS009,未知,,,,,,,,,,1.55,
2012.08.23,NGS016,未知,,,,,,,,,,1.86,
2012.08.23,NGS025,未知,,,,,,,,,,0.89,
2012.08.23,NGS026,未知,,,,,,,,,,1.71,
2012.08.23,NGS027,未知,,,,,,,,,,0.78,
2012.08.23,NGS037,未知,,,,,,,,,,1.23,
2012.08.23,NGS054,未知,,,,,,,,,,1.5,
2012.08.23,NGS055,未知,,,,,,,,,,4,
2012.08.23,NGS062,未知,,,,,,,,,,1.9,
2012.08.23,NGS065,未知,,,,,,,,,,1,
2012.08.23,NGS074,未知,,,,,,,,,,1.5,
2012.08.23,NGS076,未知,,,,,,,,,,3,
2012.08.23,NGS077,未知,,,,,,,,,,2.5,
2012.08.23,NGS078,未知,,,,,,,,,,2.5,
2012.08.23,NGS079,未知,,,,,,,,,,4,
2012.08.23,NGS080,未知,,,,,,,,,,3,
2012.08.23,NGS082,未知,,,,,,,,,,2.8,
2012.08.23,NGS083,未知,,,,,,,,,,2,
2012.08.23,NGS086,未知,,,,,,,,,,3.5,
2012.08.23,NGS066,网脉核果木,,,,,,,,,,0.92,
2012.08.23,NGS067,网脉核果木,,,,,,,,,,1.2,
2012.08.23,NGS075,日本五月茶,,,,,,,,,,0.77,
2012.08.23,NGS076,日本五月茶,,,,,,,,,,1.5,
2012.08.23,NGS077,日本五月茶,,,,,,,,,,3,
2012.08.23,NGS072,石山榕,,,,,,,,,,1,
2012.08.23,NGS073,石山榕,,,,,,,,,,3.5,
2012.08.23,NGS050,山榄叶柿,,,,,,,,,,1.5,
2012.08.23,NGS056,山榄叶柿,,,,,,,,,,1.5,
2012.08.23,NGS051,桑枝米碎木,,,,,,,,,,3,
2012.08.23,NGS054,桑枝米碎木,,,,,,,,,,4.82,
2012.08.23,NGS056,桑枝米碎木,,,,,,,,,,3,
2012.08.23,NGS067,三角车,,,,,,,,,,0.5,
2012.08.23,NGS088,三角车,,,,,,,,,,2,
2012.08.23,NGS016,日本五月茶,,,,,,,,,,0.6,
2012.08.23,NGS023,日本五月茶,,,,,,,,,,0.54,
2012.08.23,NGS053,清香木,,,,,,,,,,0.6,
2012.08.23,NGS010,广西棋子豆 ,,,,,,,,,,1.34,
2012.08.23,NGS011,广西棋子豆 ,,,,,,,,,,1.67,
2012.08.23,NGS012,广西棋子豆 ,,,,,,,,,,1.89,
2012.08.23,NGS013,广西棋子豆 ,,,,,,,,,,3.23,
2012.08.23,NGS014,广西棋子豆 ,,,,,,,,,,2,
2012.08.23,NGS015,广西棋子豆 ,,,,,,,,,,1.55,
